num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S012386;03/02/2025;16:45:00;CALL. GRAN VIA / CALL. DOCTOR CARRACIDO;69;1;CENTRO;Colisión lateral;Despejado;Autobús;Pasajero;De 45 a 49 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439751;4474942;N;
2025S012386;03/02/2025;16:45:00;CALL. GRAN VIA / CALL. DOCTOR CARRACIDO;69;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;439751;4474942;N;
2025S012391;03/02/2025;16:00:00;CALL. VIA DE DUBLIN, 1;1;21;BARAJAS;Otro;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;447467;4480313;N;
2025S012465;03/02/2025;18:10:00;CALL. SINESIO DELGADO / GTA. PIEDRAFITA DEL CEBRERO;32;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;439613;4480255;N;
2025S012465;03/02/2025;18:10:00;CALL. SINESIO DELGADO / GTA. PIEDRAFITA DEL CEBRERO;32;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;439613;4480255;N;
2025S012465;03/02/2025;18:10:00;CALL. SINESIO DELGADO / GTA. PIEDRAFITA DEL CEBRERO;32;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;;;439613;4480255;N;
2025S012465;03/02/2025;18:10:00;CALL. SINESIO DELGADO / GTA. PIEDRAFITA DEL CEBRERO;32;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Pasajero;De 35 a 39 años;Hombre;;;439613;4480255;N;
2025S012465;03/02/2025;18:10:00;CALL. SINESIO DELGADO / GTA. PIEDRAFITA DEL CEBRERO;32;8;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Hombre;;;439613;4480255;N;
2025S012467;03/02/2025;19:38:00;CALL. POETA JOAN MARAGALL / IDB. AVENIDA DE BRASIL;30;6;TETUÁN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;441279;4478370;N;
2025S012467;03/02/2025;19:38:00;CALL. POETA JOAN MARAGALL / IDB. AVENIDA DE BRASIL;30;6;TETUÁN;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441279;4478370;N;
2025S012494;03/02/2025;20:45:00;PASEO. CASTELLANA / CALL. MARQUES DEL RISCAL;29;7;CHAMBERÍ;Alcance;;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;441557;4475800;N;
2025S012494;03/02/2025;20:45:00;PASEO. CASTELLANA / CALL. MARQUES DEL RISCAL;29;7;CHAMBERÍ;Alcance;;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441557;4475800;N;
2025S012520;03/02/2025;20:10:00;CALL. CERRO DEL CASTAÑAR, 70;70;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;439527;4482647;N;
2025S012520;03/02/2025;20:10:00;CALL. CERRO DEL CASTAÑAR, 70;70;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;439527;4482647;N;
2025S012549;03/02/2025;16:20:00;CALL. PEGUERINOS, 16;16;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;437658;4480209;N;
2025S012549;03/02/2025;16:20:00;CALL. PEGUERINOS, 16;16;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;14;Sin asistencia sanitaria;437658;4480209;N;
2025S012553;03/02/2025;19:03:00;AVDA. ALBUFERA / CALL. JOSE PAULETE;226;13;PUENTE DE VALLECAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;444872;4471385;N;
2025S012554;03/02/2025;20:50:00;CALL. PIROTECNIA / CALL. SONDEOS;59;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449860;4471889;N;
2025S012554;03/02/2025;20:50:00;CALL. PIROTECNIA / CALL. SONDEOS;59;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;449860;4471889;N;
2025S012554;03/02/2025;20:50:00;CALL. PIROTECNIA / CALL. SONDEOS;59;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Mujer;14;Sin asistencia sanitaria;449860;4471889;N;
2025S012751;03/02/2025;14:13:00;AVDA. ALBUFERA, 323;323;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;446489;4470471;N;
2025S012751;03/02/2025;14:13:00;AVDA. ALBUFERA, 323;323;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peatón;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;446489;4470471;N;
2025S012752;03/02/2025;14:53:00;AUTOV. M-30, 11NL10;11NL10;2;ARGANZUELA;Colisión múltiple;Despejado;Furgoneta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;442489;4471442;N;
2025S012752;03/02/2025;14:53:00;AUTOV. M-30, 11NL10;11NL10;2;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;442489;4471442;N;
2025S012752;03/02/2025;14:53:00;AUTOV. M-30, 11NL10;11NL10;2;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;442489;4471442;N;
2025S012752;03/02/2025;14:53:00;AUTOV. M-30, 11NL10;11NL10;2;ARGANZUELA;Colisión múltiple;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;442489;4471442;N;
2025S012758;03/02/2025;13:15:00;CALL. JOSE ABASCAL / CALL. BRAVO MURILLO;1;7;CHAMBERÍ;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;440280;4476691;N;
2025S012758;03/02/2025;13:15:00;CALL. JOSE ABASCAL / CALL. BRAVO MURILLO;1;7;CHAMBERÍ;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440280;4476691;N;
2025S013030;03/02/2025;18:58:00;CALL. OFELIA NIETO / CALL. FRANCOS RODRIGUEZ;4;6;TETUÁN;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;439710;4478824;N;
2025S013030;03/02/2025;18:58:00;CALL. OFELIA NIETO / CALL. FRANCOS RODRIGUEZ;4;6;TETUÁN;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;De 70 a 74 años;Mujer;2;Ingreso inferior o igual a 24 horas;439710;4478824;N;
2025S013030;03/02/2025;18:58:00;CALL. OFELIA NIETO / CALL. FRANCOS RODRIGUEZ;4;6;TETUÁN;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;439710;4478824;N;
2025S012592;04/02/2025;0:40:00;AVDA. MONFORTE DE LEMOS, 36;36;8;FUENCARRAL-EL PARDO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;439890;4481331;N;
2025S012593;04/02/2025;1:33:00;PASEO. NUESTRA SEÑORA DEL RECUERDO, 2;2;5;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;442581;4480067;S;
2025S012722;04/02/2025;4:45:00;CALL. CUARENTA Y CUATRO MERCAMADRID / CALL. CUARENTA Y TRES MERCAMADRID;1;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Camión rígido;Conductor;De 50 a 54 años;Hombre;;;444134;4467894;N;
2025S012722;04/02/2025;4:45:00;CALL. CUARENTA Y CUATRO MERCAMADRID / CALL. CUARENTA Y TRES MERCAMADRID;1;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Furgoneta;Conductor;De 40 a 44 años;Hombre;;;444134;4467894;N;
2025S012753;04/02/2025;6:50:00;AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11;3;16;HORTALEZA;Caída;Despejado;Motocicleta > 125cc;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;444938;4481407;N;
2025S012754;04/02/2025;6:35:00;CALL. DOCTOR TOLOSA LATOUR / CALL. CRISTO DE LA VEGA;16;12;USERA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;;;440584;4470025;N;
2025S012755;04/02/2025;6:35:00;AVDA. ANDALUCIA / CALL. ANOETA;40;12;USERA;Alcance;Despejado;Furgoneta;Conductor;De 40 a 44 años;Hombre;;;441143;4467165;N;
2025S012755;04/02/2025;6:35:00;AVDA. ANDALUCIA / CALL. ANOETA;40;12;USERA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;;;441143;4467165;N;
2025S012756;04/02/2025;6:50:00;AUTOV. M-30, 09XL19;09XL19;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443547;4472951;N;
2025S012756;04/02/2025;6:50:00;AUTOV. M-30, 09XL19;09XL19;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443547;4472951;N;
2025S012756;04/02/2025;6:50:00;AUTOV. M-30, 09XL19;09XL19;13;PUENTE DE VALLECAS;Alcance;Despejado;Turismo;Pasajero;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443547;4472951;N;
2025S012757;04/02/2025;8:30:00;CALL. CANILLAS / CALL. JUAN BAUTISTA DE TOLEDO;56;5;CHAMARTÍN;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;442893;4477172;N;
2025S012757;04/02/2025;8:30:00;CALL. CANILLAS / CALL. JUAN BAUTISTA DE TOLEDO;56;5;CHAMARTÍN;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442893;4477172;N;
2025S012762;04/02/2025;8:30:00;AUTOV. A-42, +00500E;+00500E;12;USERA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;438913;4469535;N;
2025S012762;04/02/2025;8:30:00;AUTOV. A-42, +00500E;+00500E;12;USERA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;438913;4469535;N;
2025S012765;04/02/2025;8:00:00;CALL. MONTESA, 8;8;4;SALAMANCA;Caída;;VMU eléctrico;Conductor;De 30 a 34 años;Hombre;;;442963;4475372;N;
2025S012766;04/02/2025;8:50:00;PASEO. LA HABANA, 151;151;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;;;442348;4479420;N;
2025S012766;04/02/2025;8:50:00;PASEO. LA HABANA, 151;151;5;CHAMARTÍN;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;;;442348;4479420;N;
2025S012772;04/02/2025;8:34:00;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;15;7;CHAMBERÍ;Choque contra obstáculo fijo;Despejado;Cuadriciclo no ligero;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;440664;4475548;N;
2025S012775;04/02/2025;8:50:00;CALL. EL LUCERO DEL ALBA / CALL. LA PICARA MOLINERA;15;17;VILLAVERDE;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440513;4467819;N;
2025S012775;04/02/2025;8:50:00;CALL. EL LUCERO DEL ALBA / CALL. LA PICARA MOLINERA;15;17;VILLAVERDE;Atropello a persona;Despejado;Turismo;Peatón;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;440513;4467819;N;
2025S012778;04/02/2025;7:00:00;AVDA. CENTRAL, 25;25;21;BARAJAS;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 años;Mujer;14;Sin asistencia sanitaria;451186;4478091;N;
2025S012778;04/02/2025;7:00:00;AVDA. CENTRAL, 25;25;21;BARAJAS;Atropello a persona;Despejado;Turismo;Peatón;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;451186;4478091;N;
2025S012789;04/02/2025;9:00:00;CALL. ARCOS DE JALON / CALL. AMPOSTA;34;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;447494;4474830;N;
2025S012789;04/02/2025;9:00:00;CALL. ARCOS DE JALON / CALL. AMPOSTA;34;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peatón;Menor de 5 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;447494;4474830;N;
2025S012790;04/02/2025;9:20:00;CALL. POETA JOAN MARAGALL / CALL. PINTOR JUAN GRIS;33;6;TETUÁN;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441321;4478785;N;
2025S012790;04/02/2025;9:20:00;CALL. POETA JOAN MARAGALL / CALL. PINTOR JUAN GRIS;33;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;Más de 74 años;Hombre;14;Sin asistencia sanitaria;441321;4478785;N;
2025S012793;04/02/2025;9:00:00;PASEO. REINA CRISTINA / CALL. AGUSTIN QUEROL;5;3;RETIRO;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441993;4473125;N;
2025S012793;04/02/2025;9:00:00;PASEO. REINA CRISTINA / CALL. AGUSTIN QUEROL;5;3;RETIRO;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;441993;4473125;N;
2025S012794;04/02/2025;10:10:00;CALL. LA CENICIENTA / CALL. MOGAMBO;8;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444198;4470107;N;
2025S012794;04/02/2025;10:10:00;CALL. LA CENICIENTA / CALL. MOGAMBO;8;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;444198;4470107;N;
2025S012795;04/02/2025;10:25:00;PLAZA. ALSACIA, 1;1;20;SAN BLAS-CANILLEJAS;Colisión lateral;;Camión rígido;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;447170;4474244;N;
2025S012795;04/02/2025;10:25:00;PLAZA. ALSACIA, 1;1;20;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;447170;4474244;N;
2025S012795;04/02/2025;10:25:00;PLAZA. ALSACIA, 1;1;20;SAN BLAS-CANILLEJAS;Colisión lateral;;Turismo;Pasajero;De 25 a 29 años;Mujer;;;447170;4474244;N;
2025S012797;04/02/2025;10:15:00;PLAZA. REPUBLICA ARGENTINA / CALL. SERRANO;8;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;;;441844;4477384;N;
2025S012797;04/02/2025;10:15:00;PLAZA. REPUBLICA ARGENTINA / CALL. SERRANO;8;5;CHAMARTÍN;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;;;441844;4477384;N;
2025S012798;04/02/2025;10:40:00;CALL. RAFAEL BOTI, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;VMU eléctrico;Conductor;De 40 a 44 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;431808;4479511;N;
2025S012809;04/02/2025;10:45:00;PASEO. EXTREMADURA, 170;170;10;LATINA;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;De 45 a 49 años;Hombre;;;437171;4473452;N;
2025S012809;04/02/2025;10:45:00;PASEO. EXTREMADURA, 170;170;10;LATINA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Mujer;;;437171;4473452;N;
2025S012815;04/02/2025;10:50:00;CALL. ZURBANO / PASEO. EDUARDO DATO;42;7;CHAMBERÍ;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 60 a 64 años;Mujer;1;Atención en urgencias sin posterior ingreso;441189;4476028;N;
2025S012815;04/02/2025;10:50:00;CALL. ZURBANO / PASEO. EDUARDO DATO;42;7;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;441189;4476028;N;
2025S012820;04/02/2025;10:45:00;CALL. LICEO / PLAZA. LICEO;2;16;HORTALEZA;Colisión lateral;Despejado;Furgoneta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;445442;4478697;N;
2025S012820;04/02/2025;10:45:00;CALL. LICEO / PLAZA. LICEO;2;16;HORTALEZA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;445442;4478697;N;
2025S012824;04/02/2025;11:20:00;CALL. NORTE / CALL. PALMA;14;1;CENTRO;Atropello a persona;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440016;4475367;N;
2025S012824;04/02/2025;11:20:00;CALL. NORTE / CALL. PALMA;14;1;CENTRO;Atropello a persona;Despejado;Turismo;Peatón;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440016;4475367;N;
2025S012844;04/02/2025;9:02:00;PASEO. GINEBRA / CALL. FINLANDIA;8;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;448851;4474894;N;
2025S012844;04/02/2025;9:02:00;PASEO. GINEBRA / CALL. FINLANDIA;8;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peatón;Menor de 5 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;448851;4474894;N;
2025S012859;04/02/2025;11:15:00;PASEO. YESERIAS, 51;51;2;ARGANZUELA;Colisión fronto-lateral;;Tractocamión;Conductor;De 60 a 64 años;Hombre;;;440110;4472089;N;
2025S012859;04/02/2025;11:15:00;PASEO. YESERIAS, 51;51;2;ARGANZUELA;Colisión fronto-lateral;;Turismo;Conductor;De 50 a 54 años;Hombre;;;440110;4472089;N;
2025S012861;04/02/2025;13:45:00;CALL. NUÑEZ DE BALBOA, 2;2;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Camión rígido;Conductor;Desconocido;Desconocido;;;442060;4474800;N;
2025S012862;04/02/2025;11:10:00;CALL. SIGERICO, 22;22;11;CARABANCHEL;Choque contra obstáculo fijo;;Camión rígido;Conductor;De 21 a 24 años;Hombre;;;438057;4471832;N;
2025S012862;04/02/2025;11:10:00;CALL. SIGERICO, 22;22;11;CARABANCHEL;Choque contra obstáculo fijo;;Turismo;Conductor;De 65 a 69 años;Mujer;;;438057;4471832;N;
2025S012863;04/02/2025;13:05:00;AVDA. POBLADOS / EUGENIA DE MONTIJO FAROLA 198;53;11;CARABANCHEL;Alcance;Despejado;Furgoneta;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;436274;4469827;N;
2025S012863;04/02/2025;13:05:00;AVDA. POBLADOS / EUGENIA DE MONTIJO FAROLA 198;53;11;CARABANCHEL;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;3;Ingreso superior a 24 horas;436274;4469827;N;
2025S012864;04/02/2025;13:30:00;AVDA. ARCES, 1A;1A;16;HORTALEZA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;447125;4478230;N;
2025S012864;04/02/2025;13:30:00;AVDA. ARCES, 1A;1A;16;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;;;447125;4478230;N;
2025S012893;04/02/2025;15:10:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ORENSE;65;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441097;4477548;N;
2025S012893;04/02/2025;15:10:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / CALL. ORENSE;65;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 70 a 74 años;Mujer;14;Sin asistencia sanitaria;441097;4477548;N;
2025S012894;04/02/2025;15:15:00;PLAZA. LEGAZPI / PASEO. DELICIAS;1;2;ARGANZUELA;Colisión lateral;Despejado;Tractocamión;Conductor;De 40 a 44 años;Hombre;;;441010;4471429;N;
2025S012894;04/02/2025;15:15:00;PLAZA. LEGAZPI / PASEO. DELICIAS;1;2;ARGANZUELA;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;441010;4471429;N;
2025S012895;04/02/2025;14:10:00;CALL. ALCALA, 220;220;15;CIUDAD LINEAL;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;443976;4475863;N;
2025S012895;04/02/2025;14:10:00;CALL. ALCALA, 220;220;15;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;443976;4475863;N;
2025S012909;04/02/2025;14:20:00;AVDA. MORATALAZ, 176;176;14;MORATALAZ;Colisión frontal;Despejado;Furgoneta;Conductor;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;445353;4473305;N;
2025S012909;04/02/2025;14:20:00;AVDA. MORATALAZ, 176;176;14;MORATALAZ;Colisión frontal;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;14;Sin asistencia sanitaria;445353;4473305;N;
2025S012909;04/02/2025;14:20:00;AVDA. MORATALAZ, 176;176;14;MORATALAZ;Colisión frontal;Despejado;Turismo;Conductor;Más de 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;445353;4473305;N;
2025S012927;04/02/2025;15:25:00;PASEO. CASTELLANA, 67;67;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;441361;4477414;N;
2025S012927;04/02/2025;15:25:00;PASEO. CASTELLANA, 67;67;7;CHAMBERÍ;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441361;4477414;N;
2025S012927;04/02/2025;15:25:00;PASEO. CASTELLANA, 67;67;7;CHAMBERÍ;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441361;4477414;N;
2025S012936;04/02/2025;16:48:00;AUTOV. M-30, 08NL90;08NL90;3;RETIRO;Alcance;;Turismo;Conductor;De 35 a 39 años;Mujer;;;443580;4473239;N;
2025S012936;04/02/2025;16:48:00;AUTOV. M-30, 08NL90;08NL90;3;RETIRO;Alcance;;Turismo;Conductor;De 35 a 39 años;Mujer;;;443580;4473239;N;
2025S012937;04/02/2025;15:25:00;AUTOV. M-30, 10XL50;10XL50;13;PUENTE DE VALLECAS;Alcance;;Turismo;Conductor;De 40 a 44 años;Mujer;;;442893;4471802;N;
2025S012937;04/02/2025;15:25:00;AUTOV. M-30, 10XL50;10XL50;13;PUENTE DE VALLECAS;Alcance;;Turismo;Conductor;De 45 a 49 años;Mujer;;;442893;4471802;N;
2025S012949;04/02/2025;15:04:00;PASEO. CASTELLANA, 2;2;4;SALAMANCA;Choque contra obstáculo fijo;Despejado;Ciclomotor;Conductor;De 30 a 34 años;Hombre;;;441490;4475248;N;
2025S012950;04/02/2025;15:20:00;CALL. CASTILLO DE UCLES / CALL. CASTILLO DE SIMANCAS;49;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;;;447182;4475948;N;
2025S012950;04/02/2025;15:20:00;CALL. CASTILLO DE UCLES / CALL. CASTILLO DE SIMANCAS;49;20;SAN BLAS-CANILLEJAS;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;447182;4475948;N;
2025S012958;04/02/2025;15:45:00;CALL. BRAVO MURILLO / CALL. NARDO;267;6;TETUÁN;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441263;4479637;N;
2025S012958;04/02/2025;15:45:00;CALL. BRAVO MURILLO / CALL. NARDO;267;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441263;4479637;N;
2025S012958;04/02/2025;15:45:00;CALL. BRAVO MURILLO / CALL. NARDO;267;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;441263;4479637;N;
2025S012963;04/02/2025;17:45:00;CALL. PUERTO DE REINOSA / CALL. REAL DE ARGANDA;1;18;VILLA DE VALLECAS;Colisión frontal;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;447773;4470042;N;
2025S012963;04/02/2025;17:45:00;CALL. PUERTO DE REINOSA / CALL. REAL DE ARGANDA;1;18;VILLA DE VALLECAS;Colisión frontal;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;447773;4470042;N;
2025S012966;04/02/2025;17:20:00;CALL. REAL DE ARGANDA / AVDA. ENSANCHE DE VALLECAS;64;18;VILLA DE VALLECAS;Alcance;;Furgoneta;Conductor;De 55 a 59 años;Hombre;;;447933;4470042;S;
2025S012966;04/02/2025;17:20:00;CALL. REAL DE ARGANDA / AVDA. ENSANCHE DE VALLECAS;64;18;VILLA DE VALLECAS;Alcance;;Turismo;Conductor;De 40 a 44 años;Mujer;;;447933;4470042;N;
2025S012974;04/02/2025;17:05:00;CALL. ARENAS DE SAN PEDRO, 40;40;10;LATINA;Atropello a persona;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;433849;4471876;N;
